unique-number,lecture-days,lecture-start,lecture-end,professor-last-name,professor-first-initial,rmp-rating,prefix,number,average
26153,TTH,1100,1230,SMITH,M,4.4,T D,354T,2.87
25699,MWF,1000,1100,THOMPSON,L,3.2,T D,311T,3.58
26200,W,1200,1500,THOMPSON,L,3.2,T D,387D,3.58
26940,TTH,1530,1700,KIM,W,5,GEO,416M,3.02
26945,TTH,1530,1700,KIM,W,5,GEO,416M,3.02
26955,TTH,1530,1700,KIM,W,5,GEO,416M,3.02
26960,TTH,1530,1700,KIM,W,5,GEO,416M,3.02
27090,M,1300,1500,KIM,W,5,GEO,371T,3.02
26205,T,1400,1700,LYNN,K,5,T D,387P,3.78
55910,M,1800,2000,MARKERT,J,4.7,PHY,103N,3.33
55915,M,1800,2000,MARKERT,J,4.7,PHY,103N,3.33
55920,W,1800,2000,MARKERT,J,4.7,PHY,103N,3.33
55925,F,1500,1700,MARKERT,J,4.7,PHY,308F,3.33
55980,MWF,1000,1100,MARKERT,J,4.7,PHY,316,3.33
20845,TH,1700,1800,PENNYCOOK,B,1,AET,103,3.86
20855,TTH,1100,1230,PENNYCOOK,B,1,AET,305,3.86
20860,TTH,930,1100,PENNYCOOK,B,1,AET,305,3.86
22440,TTH,930,1100,PENNYCOOK,B,1,MUS,319D,3.86
26320,TTH,1230,1400,CANNING,C,2.2,T D,391,3.92
26880,TTH,1400,1530,CLARKE,J,3.7,GEO,405,3.87
26885,TTH,1400,1530,CLARKE,J,3.7,GEO,405,3.87
26890,TTH,1400,1530,CLARKE,J,3.7,GEO,405,3.87
27005,WF,1400,1530,GARDNER,J,3.4,GEO,338J,3.56
26230,TTH,1100,1230,GLAVAN,J,4.2,T D,388J,3.92
26260,W,1830,2130,GLAVAN,J,4.2,T D,388L,3.92
26265,M,1830,2130,GLAVAN,J,4.2,T D,388L,3.92
26285,W,1100,1200,GLAVAN,J,4.2,T D,188M,3.92
26290,W,1100,1200,HABECK,M,5,T D,188M,3.84
26970,TTH,1100,1230,HELPER,M,4.5,GEO,327G,3.04
27035,MWF,1000,1100,HELPER,M,4.5,GEO,347K,3.04
27040,MWF,1000,1100,HELPER,M,4.5,GEO,347K,3.04
26750,TTH,1100,1200,KETCHAM,R,1,GEO,303,3.73
26755,TTH,1100,1200,KETCHAM,R,1,GEO,303,3.73
27020,W,1200,1400,JOHNSON,J,3.5,GEO,145E,3.7
27085,MW,1100,1200,JOHNSON,J,3.5,GEO,271T,3.7
26760,TTH,1100,1200,KETCHAM,R,1,GEO,303,3.73
26640,MWF,1400,1500,BREECKER,D,3.8,GEO,401,3.69
26645,MWF,1400,1500,BREECKER,D,3.8,GEO,401,3.69
26650,MWF,1400,1500,BREECKER,D,3.8,GEO,401,3.69
26655,MWF,1400,1500,BREECKER,D,3.8,GEO,401,3.69
26660,MWF,1400,1500,BREECKER,D,3.8,GEO,401,3.69
26665,MWF,1400,1500,BREECKER,D,3.8,GEO,401,3.69
26765,TTH,1100,1200,KETCHAM,R,1,GEO,303,3.73
26770,TTH,1100,1200,KETCHAM,R,1,GEO,303,3.73
26775,TTH,1100,1200,KETCHAM,R,1,GEO,303,3.73
26780,TTH,1100,1200,KETCHAM,R,1,GEO,303,3.73
26785,TTH,1100,1200,KETCHAM,R,1,GEO,303,3.73
26680,TTH,930,1100,ROWE,T,2.9,GEO,302D,2.88
26685,TTH,930,1100,ROWE,T,2.9,GEO,302D,2.88
26202,M,1300,1600,SANCHEZ,K,3,T D,387N,3.55
41650,MWF,1100,1200,OKUR,J,4.6,TUR,381K,3.67
35905,TTH,930,1100,RUMRICH,J,3.5,E  ,379R,3.25
36540,TTH,930,1100,SKIDMORE,M,3,FR ,325D,3.52
00515,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00915,TTH,830,1100,SMITH,M,4.4,ARC,381T,2.87
48521,MWF,1200,1300,KIM,G,4.8,BIO,325,3.25
47930,MWF,1300,1400,SATHASIVAN,K,2.8,BIO,311C,3.09
47935,MWF,1300,1400,SATHASIVAN,K,2.8,BIO,311C,3.09
47940,MWF,1300,1400,SATHASIVAN,K,2.8,BIO,311C,3.09
47945,MWF,1300,1400,SATHASIVAN,K,2.8,BIO,311C,3.09
47950,MWF,1300,1400,SATHASIVAN,K,2.8,BIO,311C,3.09
47955,MWF,1300,1400,SATHASIVAN,K,2.8,BIO,311C,3.09
53808,MWF,1500,1600,SATHASIVAN,K,2.8,M  ,408L,3.09
53809,MWF,1500,1600,SATHASIVAN,K,2.8,M  ,408L,3.09
22245,MWF,1200,1300,SLAWEK,S,3,MUS,307,3.49
22250,MWF,1200,1300,SLAWEK,S,3,MUS,307,3.49
22260,MWF,1200,1300,SLAWEK,S,3,MUS,307,3.49
22265,MWF,1200,1300,SLAWEK,S,3,MUS,307,3.49
26810,MW,1300,1400,SHANAHAN,T,3,GEO,303,2.92
26815,MW,1300,1400,SHANAHAN,T,3,GEO,303,2.92
26820,MW,1300,1400,SHANAHAN,T,3,GEO,303,2.92
26825,MW,1300,1400,SHANAHAN,T,3,GEO,303,2.92
22270,MWF,1200,1300,SLAWEK,S,3,MUS,307,3.49
22275,MWF,1200,1300,SLAWEK,S,3,MUS,307,3.49
22280,MWF,1200,1300,SLAWEK,S,3,MUS,307,3.49
22285,MWF,1200,1300,SLAWEK,S,3,MUS,307,3.49
00520,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00525,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00530,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
27310,M,1300,1500,KIM,W,5,GEO,391,3.02
02020,MW,1100,1230,LAUX,V,3.5,B A,385T,3.51
27889,M,900,1200,BARCHAS,J,3.2,INF,397,3.39
27520,MW,1900,2030,BROUSSARD,R,3,INF,304D,3.76
27105,MWF,1000,1100,BARNES,J,4.3,GEO,376C,3.13
27360,T,1900,2100,BELL,C,3,GEO,298T,3.69
27175,WF,1400,1530,GARDNER,J,3.4,GEO,381J,3.56
27303,TTH,1400,1530,CHEN,J,3.7,GEO,391,3.55
27155,MWF,1100,1200,GRAND,S,2,GEO,380F,2.91
27745,W,1500,1800,GURARI,D,5,INF,385T,3.91
27240,TTH,1100,1230,HELPER,M,4.5,GEO,386G,3.04
27555,M,1200,1500,JANSEN,B,3,INF,322T,3.33
27685,M,1800,2100,JANSEN,B,3,INF,382E,3.33
27742,T,900,1200,KARADKAR,U,3.5,INF,385S,3.84
27290,MW,1100,1200,JOHNSON,J,3.5,GEO,291,3.7
27890,M,1800,2100,KARADKAR,U,3.5,INF,397C,3.84
27580,M,1800,2100,KESSLER,A,5,INF,327E,3.89
27695,M,1800,2100,KESSLER,A,5,INF,382P,3.89
27849,M,900,1200,KESSLER,A,5,INF,390N,3.89
27165,TTH,930,1100,MOHRIG,D,4.5,GEO,380R,3.62
39275,MW,1100,1200,PERLMAN,P,3.3,HIS,354E,2.53
39280,MW,1100,1200,PERLMAN,P,3.3,HIS,354E,2.53
27680,T,1500,1800,ROY,L,2.5,INF,382D,3.91
48620,MWF,1300,1400,SAXENA,I,2.8,BIO,325,2.92
48625,MWF,1300,1400,SAXENA,I,2.8,BIO,325,2.92
27195,MW,1200,1300,WILSON,C,4,GEO,383D,3.51
27147,MWF,1100,1200,YANG,Z,2.6,GEO,377P,2.89
28400,MTW,1030,1145,PERONI,R,5,LAW,454J,3.75
28410,W,1545,1745,BROWN,J,3.8,LAW,258N,3.13
28462,W,1400,1700,DORN,E,4,LAW,371V,3.48
28415,MTW,1030,1145,GRAGLIA,L,2.9,LAW,460K,3.29
28265,MTW,900,1030,SAGER,L,3,LAW,434,3.87
28433,M,1545,1745,SULLIVAN,M,3.2,LAW,264S,3.16
28590,TH,1615,1815,THOMAS,C,4,LAW,279M,3.94
28545,W,1800,2100,WILLIAMS,A,3.7,LAW,176N,3.81
29440,MWF,1000,1100,LANDAU,B,4.7,CTI,304,3.91
