unique-number,lecture-days,lecture-start,lecture-end,professor-last-name,professor-first-initial,rmp-rating,prefix,number,average
56140,W,1400,1700,SCHWITTERS,R,3.6,PHY,117N,3.53
46624,TTH,1100,1230,SHEAR,R,3.8,NSC,109,2.86
46044,TTH,1400,1530,SHIRAZI,F,4.2,WGS,335,3.29
46245,T,930,1230,SMITH,C,4.8,WGS,393,3.62
46165,TTH,1100,1230,SOMERS-WILLETT,S,5,WGS,356,3.67
46005,TTH,1700,1830,SPERANZA,H,4.3,WGS,313,3.56
46525,W,1300,1400,STOVALL,G,2.2,NSC,001S,3.86
46155,MWF,1300,1400,STAUFFER,D,3.8,WGS,345,3.19
46623,F,1000,1100,TAYLOR,M,4.7,NSC,109,3.84
46010,TTH,800,930,WILLIAMS,C,2.9,WGS,322,3.82
46230,W,1200,1500,THOMPSON,L,3.2,WGS,393,3.58
46160,TTH,1400,1530,WOODARD,H,4,WGS,345,3.55
47090,M,1900,2100,KUMAR,P,3.5,AST,103L,3.53
47095,T,1900,2100,KUMAR,P,3.5,AST,103L,3.53
47180,M,1530,1630,BOYLAN-KOLCHIN,M,3.7,AST,381S,3.82
47310,MWF,1300,1400,BUSKIRK,R,4.3,BIO,301E,3.26
47190,TTH,930,1100,CASEY,C,3.8,AST,386C,3.29
47300,MWF,1000,1100,BULL,J,4.1,BIO,301D,3.19
46840,W,1500,1600,DE LOZANNE,A,2.7,NSC,110H,3.48
02290,MW,1530,1700,ALLEN,M,4.5,ACC,311,3.3
01660,MWF,900,1000,BARRETT,M,2.1,B A,324,3.31
01740,MW,1400,1530,GOINS,E,4.1,B A,324H,3.23
47205,TTH,1100,1230,DINERSTEIN,H,3,AST,393F,3.34
47075,TTH,1100,1230,FINKELSTEIN,S,4.5,AST,301,3.42
47065,MWF,1100,1200,FINKELSTEIN,K,2.8,AST,301,3.32
47000,T,1400,1530,FITZPATRICK,D,5,UTS,110,3.72
47165,TTH,1100,1230,GEBHARDT,K,4,AST,376R,3.76
47100,W,1900,2100,KUMAR,P,3.5,AST,103L,3.53
47115,TTH,930,1100,KUMAR,P,3.5,AST,309G,3.53
47159,TTH,1400,1530,FINKELSTEIN,S,4.5,AST,376,3.42
47203,TTH,1400,1530,FINKELSTEIN,S,4.5,AST,392G,3.42
46810,W,1300,1400,LLOYD,A,4.1,NSC,110H,3.91
46835,W,1400,1500,LAUDE,D,3.9,NSC,110H,3.31
47395,M,1500,1600,MAAS,M,2.8,BIO,206L,3.32
47400,M,1500,1600,MAAS,M,2.8,BIO,206L,3.32
47405,M,1500,1600,MAAS,M,2.8,BIO,206L,3.32
42475,TTH,1100,1230,MICKENBERG,J,3,T C,302,3.16
46865,W,1600,1700,OHALLORAN,T,4.8,NSC,110H,3.02
47175,MW,1400,1530,OFFNER,S,3.7,AST,381,3.52
47195,TH,1530,1630,OFFNER,S,3.7,AST,386S,3.52
47330,TTH,800,930,PANERO,J,3.7,BIO,301M,4
47335,TTH,800,930,PANERO,J,3.7,BIO,301M,4
47340,TTH,800,930,PANERO,J,3.7,BIO,301M,4
47345,TTH,800,930,PANERO,J,3.7,BIO,301M,4
47350,TTH,800,930,PANERO,J,3.7,BIO,301M,4
47355,TTH,800,930,PANERO,J,3.7,BIO,301M,4
47360,TTH,800,930,PANERO,J,3.7,BIO,301M,4
47365,TTH,800,930,PANERO,J,3.7,BIO,301M,4
46911,F,1500,1630,PATTERSON,K,3.7,NSC,088L,2.89
47370,TTH,1100,1230,PIANKA,E,1.3,BIO,301M,2.39
47375,TTH,1100,1230,PIANKA,E,1.3,BIO,301M,2.39
47380,TTH,1100,1230,PIANKA,E,1.3,BIO,301M,2.39
47385,TTH,1100,1230,PIANKA,E,1.3,BIO,301M,2.39
47010,W,1800,1930,POWELL,P,5,UTS,170,3.48
40230,TTH,1230,1400,QUINTO-POZOS,D,3.5,LIN,306,3.19
40360,W,1500,1800,QUINTO-POZOS,D,3.5,LIN,389V,3.19
47070,MWF,1000,1100,ROBINSON,E,2.7,AST,301,3.45
46975,TH,1100,1230,RODRIGUEZ,S,4.9,UTS,101,3.9
46980,TH,1230,1400,RODRIGUEZ,S,4.9,UTS,101,3.9
46820,W,1100,1200,SAXENA,I,2.8,NSC,110H,2.92
46795,T,1000,1100,SCHNYER,R,3,NSC,110H,3.83
47120,MWF,1200,1300,SCALO,J,1.9,AST,309L,2.99
47122,MWF,1300,1400,SCALO,J,1.9,AST,309L,2.99
56145,M,1700,2000,SCHWITTERS,R,3.6,PHY,117N,3.53
56150,T,1700,2000,SCHWITTERS,R,3.6,PHY,117N,3.53
56155,W,1700,2000,SCHWITTERS,R,3.6,PHY,117N,3.53
56159,TH,1400,1700,SCHWITTERS,R,3.6,PHY,117N,3.53
56225,TTH,1230,1400,SCHWITTERS,R,3.6,PHY,362L,3.53
47185,TTH,1400,1530,SHAPIRO,P,2.8,AST,382C,3.57
46830,W,1300,1400,SITZ,G,4,NSC,110H,3.18
00605,TTH,1230,1400,SPECK,L,4.5,ARC,308,3.46
00955,T,1500,1800,SPECK,L,4.5,ARC,386K,3.46
46860,W,1600,1700,STARBIRD,M,5,NSC,110H,3.51
12285,TH,900,1200,TACKETT,K,5,SED,375C,3.93
26965,MW,1200,1300,WILSON,C,4,GEO,325K,3.51
47085,TTH,1230,1400,WINGET,D,4,AST,301,3.34
48880,MWF,1200,1300,WALKER,J,5,BIO,326R,2.86
48885,MWF,1200,1300,WALKER,J,5,BIO,326R,2.86
59840,TH,800,900,YOUNG,V,5,PHM,191U,3.64
59845,TH,800,900,YOUNG,V,5,PHM,191U,3.64
47510,M,1600,1700,MAAS,M,2.8,BIO,206L,3.32
47515,M,1600,1700,MAAS,M,2.8,BIO,206L,3.32
47520,M,1600,1700,MAAS,M,2.8,BIO,206L,3.32
47525,M,1600,1700,MAAS,M,2.8,BIO,206L,3.32
47530,M,1600,1700,MAAS,M,2.8,BIO,206L,3.32
47535,M,1600,1700,MAAS,M,2.8,BIO,206L,3.32
47540,M,1600,1700,MAAS,M,2.8,BIO,206L,3.32
47610,TTH,800,930,PARTRIDGE,J,4.4,BIO,311C,3.14
47615,TTH,800,930,PARTRIDGE,J,4.4,BIO,311C,3.14
47620,TTH,800,930,PARTRIDGE,J,4.4,BIO,311C,3.14
03345,TTH,1400,1530,MILLER,J,5,FIN,357,3.02
37225,TTH,1230,1400,MILLER,J,5,GRG,460G,3.02
37230,TTH,1230,1400,MILLER,J,5,GRG,460G,3.02
37245,TTH,1400,1530,MILLER,J,5,GRG,368C,3.02
47625,TTH,800,930,PARTRIDGE,J,4.4,BIO,311C,3.14
47626,TTH,800,930,PARTRIDGE,J,4.4,BIO,311C,3.14
47627,TTH,800,930,PARTRIDGE,J,4.4,BIO,311C,3.14
35815,TTH,1100,1230,RAFFA,G,4.4,E  ,366D,3.46
36255,TTH,1100,1230,RAFFA,G,4.4,EUS,347,3.46
47690,MWF,900,1000,BUSKIRK,R,4.3,BIO,311C,3.26
47695,MWF,900,1000,BUSKIRK,R,4.3,BIO,311C,3.26
47700,MWF,900,1000,BUSKIRK,R,4.3,BIO,311C,3.26
47705,MWF,900,1000,BUSKIRK,R,4.3,BIO,311C,3.26
47710,MWF,900,1000,BUSKIRK,R,4.3,BIO,311C,3.26
47715,MWF,900,1000,BUSKIRK,R,4.3,BIO,311C,3.26
47720,MWF,900,1000,FRITZ,J,3.3,BIO,311C,3.19
47725,MWF,900,1000,FRITZ,J,3.3,BIO,311C,3.19
47730,MWF,900,1000,FRITZ,J,3.3,BIO,311C,3.19
47735,MWF,900,1000,FRITZ,J,3.3,BIO,311C,3.19
47740,MWF,900,1000,FRITZ,J,3.3,BIO,311C,3.19
47745,MWF,900,1000,FRITZ,J,3.3,BIO,311C,3.19
47840,MWF,1100,1200,FRITZ,J,3.3,BIO,311C,3.19
47845,MWF,1100,1200,FRITZ,J,3.3,BIO,311C,3.19
47850,MWF,1100,1200,FRITZ,J,3.3,BIO,311C,3.19
47855,MWF,1100,1200,FRITZ,J,3.3,BIO,311C,3.19
47860,MWF,1100,1200,FRITZ,J,3.3,BIO,311C,3.19
47865,MWF,1100,1200,FRITZ,J,3.3,BIO,311C,3.19
47960,MWF,1400,1500,FRITZ,J,3.3,BIO,311C,3.19
47965,MWF,1400,1500,FRITZ,J,3.3,BIO,311C,3.19
47970,MWF,1400,1500,FRITZ,J,3.3,BIO,311C,3.19
47750,MWF,1000,1100,SATHASIVAN,K,2.8,BIO,311C,3.09
47755,MWF,1000,1100,SATHASIVAN,K,2.8,BIO,311C,3.09
47760,MWF,1000,1100,SATHASIVAN,K,2.8,BIO,311C,3.09
47765,MWF,1000,1100,SATHASIVAN,K,2.8,BIO,311C,3.09
47770,MWF,1000,1100,SATHASIVAN,K,2.8,BIO,311C,3.09
47775,MWF,1000,1100,SATHASIVAN,K,2.8,BIO,311C,3.09
47630,TTH,800,930,BATTERTON,J,3.1,BIO,311C,2.98
47780,MWF,1100,1200,SATHASIVAN,K,2.8,BIO,311C,3.09
47785,MWF,1100,1200,SATHASIVAN,K,2.8,BIO,311C,3.09
47790,MWF,1100,1200,SATHASIVAN,K,2.8,BIO,311C,3.09
47795,MWF,1100,1200,SATHASIVAN,K,2.8,BIO,311C,3.09
39232,TTH,1100,1230,SMITH,M,4.4,HIS,350R,2.87
52000,M,900,1030,SPERANZA,H,4.3,HDF,113L,3.56
52005,T,900,1030,SPERANZA,H,4.3,HDF,113L,3.56
52010,W,900,1030,SPERANZA,H,4.3,HDF,113L,3.56
52015,TH,900,1030,SPERANZA,H,4.3,HDF,113L,3.56
52020,M,1030,1200,SPERANZA,H,4.3,HDF,113L,3.56
52025,T,1030,1200,SPERANZA,H,4.3,HDF,113L,3.56
52030,W,1030,1200,SPERANZA,H,4.3,HDF,113L,3.56
52035,TH,1030,1200,SPERANZA,H,4.3,HDF,113L,3.56
52040,M,1330,1500,SPERANZA,H,4.3,HDF,113L,3.56
52045,T,1330,1500,SPERANZA,H,4.3,HDF,113L,3.56
52050,W,1330,1500,SPERANZA,H,4.3,HDF,113L,3.56
52055,TH,1330,1500,SPERANZA,H,4.3,HDF,113L,3.56
52060,M,1500,1630,SPERANZA,H,4.3,HDF,113L,3.56
52065,T,1500,1630,SPERANZA,H,4.3,HDF,113L,3.56
52070,W,1500,1630,SPERANZA,H,4.3,HDF,113L,3.56
48065,TTH,930,1100,ENGLISH,P,3,BIO,311D,3.28
48070,TTH,930,1100,ENGLISH,P,3,BIO,311D,3.28
48075,TTH,930,1100,ENGLISH,P,3,BIO,311D,3.28
48195,TTH,800,930,GONZALEZ,L,3,BIO,311D,3.47
48200,TTH,800,930,GONZALEZ,L,3,BIO,311D,3.47
48205,TTH,800,930,GONZALEZ,L,3,BIO,311D,3.47
48415,TTH,800,930,FISCHER,J,5,BIO,325,3.2
48500,MWF,1100,1200,KIM,G,4.8,BIO,325,3.25
48050,MWF,1300,1400,LATHAM,A,4.3,BIO,311C,3.36
48055,MWF,1300,1400,LATHAM,A,4.3,BIO,311C,3.36
48105,MWF,1200,1300,LEVIN,D,2.7,BIO,311D,2.9
48420,TTH,800,930,FISCHER,J,5,BIO,325,3.2
48425,TTH,800,930,FISCHER,J,5,BIO,325,3.2
48430,TTH,800,930,FISCHER,J,5,BIO,325,3.2
48435,TTH,800,930,FISCHER,J,5,BIO,325,3.2
48110,MWF,1200,1300,LEVIN,D,2.7,BIO,311D,2.9
48080,TTH,930,1100,ENGLISH,P,3,BIO,311D,3.28
48115,MWF,1200,1300,LEVIN,D,2.7,BIO,311D,2.9
48120,MWF,1200,1300,LEVIN,D,2.7,BIO,311D,2.9
48125,MWF,1200,1300,LEVIN,D,2.7,BIO,311D,2.9
01675,MWF,1100,1200,MORRIS,M,5,B A,324,3.21
01710,MWF,1400,1500,MORRIS,M,5,B A,324,3.21
01680,TTH,1100,1230,MURPHY,M,4.5,B A,324,3.16
01735,TTH,1530,1700,MURPHY,M,4.5,B A,324,3.16
48130,MWF,1200,1300,LEVIN,D,2.7,BIO,311D,2.9
48150,TTH,1530,1700,LEVIN,D,2.7,BIO,311D,2.9
48155,TTH,1530,1700,LEVIN,D,2.7,BIO,311D,2.9
48160,TTH,1530,1700,LEVIN,D,2.7,BIO,311D,2.9
48385,TTH,800,930,MACDONALD,P,3.7,BIO,325,3.14
48390,TTH,800,930,MACDONALD,P,3.7,BIO,325,3.14
48395,TTH,800,930,MACDONALD,P,3.7,BIO,325,3.14
48400,TTH,800,930,MACDONALD,P,3.7,BIO,325,3.14
48405,TTH,800,930,MACDONALD,P,3.7,BIO,325,3.14
48410,TTH,800,930,MACDONALD,P,3.7,BIO,325,3.14
53870,TTH,1530,1700,MILLS,C,3,M  ,408S,3.29
53875,TTH,1530,1700,MILLS,C,3,M  ,408S,3.29
48215,TTH,1400,1530,MOON,J,4.7,BIO,315H,3.47
48220,TTH,1400,1530,MOON,J,4.7,BIO,315H,3.47
48225,TTH,1400,1530,MOON,J,4.7,BIO,315H,3.47
48230,TTH,1400,1530,MOON,J,4.7,BIO,315H,3.47
48255,TTH,1230,1400,MOON,J,4.7,BIO,315H,3.47
48260,TTH,1230,1400,MOON,J,4.7,BIO,315H,3.47
48265,TTH,1230,1400,MOON,J,4.7,BIO,315H,3.47
48270,TTH,1230,1400,MOON,J,4.7,BIO,315H,3.47
48365,MWF,900,1000,PANERO,J,3.7,BIO,322,4
48370,M,1200,1400,PANERO,J,3.7,BIO,122L,4
48375,M,1400,1600,PANERO,J,3.7,BIO,122L,4
48380,M,1600,1800,PANERO,J,3.7,BIO,122L,4
48235,MWF,1100,1200,PAYNE,S,3.7,BIO,315H,3.7
48240,MWF,1100,1200,PAYNE,S,3.7,BIO,315H,3.7
48245,MWF,1100,1200,PAYNE,S,3.7,BIO,315H,3.7
48250,MWF,1100,1200,PAYNE,S,3.7,BIO,315H,3.7
48275,TTH,930,1100,POENIE,M,2.7,BIO,320,3.41
48280,TTH,930,1100,POENIE,M,2.7,BIO,320,3.41
48285,TTH,930,1100,POENIE,M,2.7,BIO,320,3.41
48290,TTH,930,1100,POENIE,M,2.7,BIO,320,3.41
48381,TTH,800,930,POENIE,M,2.7,BIO,325,3.41
48382,TTH,800,930,POENIE,M,2.7,BIO,325,3.41
48383,TTH,800,930,POENIE,M,2.7,BIO,325,3.41
42835,TTH,1400,1530,RAMIREZ,M,5,PSY,352,3.75
48445,MWF,900,1000,SAXENA,I,2.8,BIO,325,2.92
48450,MWF,900,1000,SAXENA,I,2.8,BIO,325,2.92
48455,MWF,900,1000,SAXENA,I,2.8,BIO,325,2.92
48460,MWF,900,1000,SAXENA,I,2.8,BIO,325,2.92
48465,MWF,900,1000,SAXENA,I,2.8,BIO,325,2.92
48470,MWF,900,1000,SAXENA,I,2.8,BIO,325,2.92
46032,MWF,1000,1100,SCOTT,S,4.5,WGS,324,3.2
52075,TH,1500,1630,SPERANZA,H,4.3,HDF,113L,3.56
48475,MWF,1100,1200,KIM,G,4.8,BIO,325,3.25
48570,TTH,1100,1230,LLOYD,A,4.1,BIO,325,3.91
48571,TTH,1100,1230,LLOYD,A,4.1,BIO,325,3.91
48572,TTH,1100,1230,LLOYD,A,4.1,BIO,325,3.91
48925,M,900,1100,MARDER,M,5,BIO,337,3.31
53225,MW,900,1000,MIN,D,3.3,MNS,307,3.35
53230,MW,900,1000,MIN,D,3.3,MNS,307,3.35
49065,MW,1400,1530,EBERHART,J,5,BIO,349,2.85
48935,TTH,930,1100,HARSHEY,R,1,BIO,339M,3.14
49000,MWF,1000,1100,HINES,M,2.2,BIO,446L,2.75
49005,MWF,1000,1100,HINES,M,2.2,BIO,446L,2.75
49010,MWF,1000,1100,HINES,M,2.2,BIO,446L,2.75
49015,MWF,1000,1100,HINES,M,2.2,BIO,446L,2.75
48575,TTH,1230,1400,FISCHER,J,5,BIO,325,3.2
48580,TTH,1230,1400,FISCHER,J,5,BIO,325,3.2
48585,TTH,1230,1400,FISCHER,J,5,BIO,325,3.2
48590,TTH,1230,1400,FISCHER,J,5,BIO,325,3.2
48595,TTH,1230,1400,FISCHER,J,5,BIO,325,3.2
48600,TTH,1230,1400,FISCHER,J,5,BIO,325,3.2
49020,MWF,1000,1100,HINES,M,2.2,BIO,446L,2.75
48020,MWF,1200,1300,LATHAM,A,4.3,BIO,311C,3.36
48025,MWF,1200,1300,LATHAM,A,4.3,BIO,311C,3.36
48030,MWF,1200,1300,LATHAM,A,4.3,BIO,311C,3.36
48035,MWF,1200,1300,LATHAM,A,4.3,BIO,311C,3.36
48040,MWF,1300,1400,LATHAM,A,4.3,BIO,311C,3.36
48045,MWF,1300,1400,LATHAM,A,4.3,BIO,311C,3.36
48480,MWF,1100,1200,KIM,G,4.8,BIO,325,3.25
48485,MWF,1100,1200,KIM,G,4.8,BIO,325,3.25
48490,MWF,1100,1200,KIM,G,4.8,BIO,325,3.25
48495,MWF,1100,1200,KIM,G,4.8,BIO,325,3.25
48060,TTH,930,1100,ENGLISH,P,3,BIO,311D,3.28
49025,MWF,1000,1100,HINES,M,2.2,BIO,446L,2.75
53235,MW,900,1000,MIN,D,3.3,MNS,307,3.35
53240,MW,1030,1200,MIN,D,3.3,MNS,310,3.35
53245,MW,1530,1700,MIN,D,3.3,MNS,320,3.35
53250,MW,1530,1700,MIN,D,3.3,MNS,320,3.35
48665,MWF,1300,1400,PATTERSON,K,3.7,BIO,325,2.89
48670,MWF,1300,1400,PATTERSON,K,3.7,BIO,325,2.89
48675,MWF,1300,1400,PATTERSON,K,3.7,BIO,325,2.89
48680,MWF,1300,1400,PATTERSON,K,3.7,BIO,325,2.89
48980,TTH,930,1100,PHELPS,S,3,BIO,346,3.93
48985,TTH,930,1100,PHELPS,S,3,BIO,346,3.93
48990,TTH,930,1100,PHELPS,S,3,BIO,346,3.93
48995,TTH,930,1100,PHELPS,S,3,BIO,346,3.93
45665,TTH,930,1100,RAMIREZ,S,3.3,SPN,327C,3.18
48605,MWF,1300,1400,SAXENA,I,2.8,BIO,325,2.92
48610,MWF,1300,1400,SAXENA,I,2.8,BIO,325,2.92
48615,MWF,1300,1400,SAXENA,I,2.8,BIO,325,2.92
51295,MWF,1000,1100,SCOTT,M,5,C S,312,3.07
51305,MWF,1000,1100,SCOTT,M,5,C S,312,3.07
51310,MWF,1000,1100,SCOTT,M,5,C S,312,3.07
51315,MWF,1100,1200,SCOTT,M,5,C S,312,3.07
51325,MWF,1100,1200,SCOTT,M,5,C S,312,3.07
51330,MWF,1100,1200,SCOTT,M,5,C S,312,3.07
51335,MWF,1100,1200,SCOTT,M,5,C S,312,3.07
51340,MWF,1100,1200,SCOTT,M,5,C S,312,3.07
51355,MWF,1300,1400,SCOTT,M,5,C S,314,3.07
51360,TTH,1400,1530,SCOTT,M,5,C S,314,3.07
51365,MWF,1300,1400,SCOTT,M,5,C S,314,3.07
48535,TTH,930,1100,SUNG,S,3,BIO,325,3.36
48900,TTH,1230,1400,SULLIVAN,C,3.9,BIO,330,3.64
48540,TTH,930,1100,SUNG,S,3,BIO,325,3.36
48545,TTH,930,1100,SUNG,S,3,BIO,325,3.36
48550,TTH,930,1100,SUNG,S,3,BIO,325,3.36
48855,MWF,1000,1100,WALKER,J,5,BIO,326R,2.86
48860,MWF,1000,1100,WALKER,J,5,BIO,326R,2.86
48865,MWF,1000,1100,WALKER,J,5,BIO,326R,2.86
49330,TTH,930,1100,KIRKPATRICK,M,2.7,BIO,370,3.45
49335,TTH,930,1100,KIRKPATRICK,M,2.7,BIO,370,3.45
49360,MWF,1100,1200,LINDER,C,5,BIO,370,3.87
49365,MWF,1100,1200,LINDER,C,5,BIO,370,3.87
49370,MWF,1100,1200,LINDER,C,5,BIO,370,3.87
49375,MWF,1100,1200,LINDER,C,5,BIO,370,3.87
49400,TTH,1100,1230,LINDER,C,5,BIO,370,3.87
49170,TTH,1100,1230,BARTH,S,4.5,BIO,361,3.29
49615,TH,1530,1700,CAMPITELLI,B,5,BIO,377,3.76
49190,TTH,800,930,CHENG,S,4.3,BIO,365S,3.12
49510,M,1400,1500,DAVIES,B,5,BIO,177,3.69
49575,M,1400,1500,DAVIES,B,5,BIO,377,3.69
49070,MW,1400,1530,EBERHART,J,5,BIO,349,2.85
49075,MW,1400,1530,EBERHART,J,5,BIO,349,2.85
48835,MWF,900,1000,KING,P,4.3,BIO,326R,3.57
48840,MWF,900,1000,KING,P,4.3,BIO,326R,3.57
48845,MWF,900,1000,KING,P,4.3,BIO,326R,3.57
48850,MWF,900,1000,KING,P,4.3,BIO,326R,3.57
48555,TTH,1100,1230,LLOYD,A,4.1,BIO,325,3.91
48560,TTH,1100,1230,LLOYD,A,4.1,BIO,325,3.91
48565,TTH,1100,1230,LLOYD,A,4.1,BIO,325,3.91
49425,W,1200,1300,ENGLISH,P,3,BIO,371L,3.28
49430,W,1200,1300,ENGLISH,P,3,BIO,371L,3.28
49440,TTH,930,1100,FOWLER,N,2.5,BIO,373,3.33
49445,TTH,930,1100,FOWLER,N,2.5,BIO,373,3.33
49450,TTH,930,1100,FOWLER,N,2.5,BIO,373,3.33
49455,TTH,930,1100,FOWLER,N,2.5,BIO,373,3.33
49480,W,1300,1800,GILBERT,L,2.5,BIO,373L,3.42
49620,W,1600,1700,GONZALEZ,A,5,BIO,377,3.97
49505,M,1500,1600,BAGCHI,D,5,BIO,177,3.86
49195,TTH,800,930,CHENG,S,4.3,BIO,365S,3.12
49080,TTH,1530,1700,HERRIN,D,2.3,BIO,350M,3.61
49185,M,1300,1400,JANSEN,R,5,BIO,463L,3.22
49405,TTH,1100,1230,LINDER,C,5,BIO,370,3.87
49210,MWF,1200,1300,MACHART,J,4.2,BIO,365S,3.68
49215,MWF,1200,1300,MACHART,J,4.2,BIO,365S,3.68
49220,MWF,1200,1300,MACHART,J,4.2,BIO,365S,3.68
49225,MWF,1200,1300,MACHART,J,4.2,BIO,365S,3.68
49250,M,1300,1700,MACHART,J,4.2,BIO,165U,3.68
49255,W,1300,1700,MACHART,J,4.2,BIO,165U,3.68
49260,TH,1400,1800,MACHART,J,4.2,BIO,165U,3.68
49095,MWF,1100,1200,MCCLELLAND,B,3.9,BIO,359K,3.54
49100,MWF,1100,1200,MCCLELLAND,B,3.9,BIO,359K,3.54
49105,MWF,1100,1200,MCCLELLAND,B,3.9,BIO,359K,3.54
49110,MWF,1100,1200,MCCLELLAND,B,3.9,BIO,359K,3.54
49115,MWF,1200,1300,MCCLELLAND,B,3.9,BIO,359K,3.54
49120,MWF,1200,1300,MCCLELLAND,B,3.9,BIO,359K,3.54
49125,MWF,1200,1300,MCCLELLAND,B,3.9,BIO,359K,3.54
49130,MWF,1200,1300,MCCLELLAND,B,3.9,BIO,359K,3.54
38985,TTH,1100,1230,MINTZ,S,4.5,HIS,315K,3.52
39010,TTH,800,930,MINTZ,S,4.5,HIS,315L,3.52
49544,M,1500,1600,MISHLER,D,3.2,BIO,177,3.71
49435,W,1400,1600,MOON,J,4.7,BIO,372C,3.47
64974,M,1200,1300,RANEY,M,4,UGS,18,3.95
64976,W,1100,1200,RANEY,M,4,UGS,18,3.95
64981,TH,1300,1400,RANEY,M,4,UGS,18,3.95
49135,TTH,1530,1700,RYAN,M,5,BIO,359K,3.07
49140,TTH,1530,1700,RYAN,M,5,BIO,359K,3.07
49145,TTH,1530,1700,RYAN,M,5,BIO,359K,3.07
49150,TTH,1530,1700,RYAN,M,5,BIO,359K,3.07
51375,MWF,1300,1400,SCOTT,M,5,C S,314,3.07
51380,MWF,1300,1400,SCOTT,M,5,C S,314,3.07
51385,MWF,1300,1400,SCOTT,M,5,C S,314,3.07
51390,MWF,1300,1400,SCOTT,M,5,C S,314,3.07
51395,MWF,1300,1400,SCOTT,M,5,C S,314,3.07
49090,TTH,1100,1200,WILD,A,5,BIO,453L,3.67
49530,M,1300,1400,ZAMORA-OLIVARES,D,2.9,BIO,177,3.8
64690,M,1200,1300,MISHLER,D,3.2,UGS,18,3.71
49730,M,900,1200,MUELLER,U,3.2,BIO,389D,3.98
49740,M,1400,1700,PAULL,T,1.8,BIO,391,3.74
49715,F,1200,1300,PHELPS,S,3,BIO,384K,3.93
50017,W,1500,1800,REICHLER,S,4.3,CH ,204,3.82
51397,TTH,1400,1530,SCOTT,M,5,C S,314,3.07
51398,TTH,1400,1530,SCOTT,M,5,C S,314,3.07
51399,TTH,1400,1530,SCOTT,M,5,C S,314,3.07
50018,T,1530,1830,SHEAR,R,3.8,CH ,204,2.86
64360,T,1800,1900,SMITH,J,5,UGS,17,3.79
64365,T,1800,1900,SMITH,J,5,UGS,17,3.79
64370,T,1800,1900,SMITH,J,5,UGS,17,3.79
64380,T,1800,1900,SMITH,J,5,UGS,17,3.79
64385,T,1800,1900,SMITH,J,5,UGS,17,3.79
49925,MWF,1100,1200,FAKHREDDINE,F,4.3,CH ,301,3.08
49930,MWF,1100,1200,FAKHREDDINE,F,4.3,CH ,301,3.08
49935,MWF,1100,1200,FAKHREDDINE,F,4.3,CH ,301,3.08
49320,TTH,930,1100,KIRKPATRICK,M,2.7,BIO,370,3.45
49325,TTH,930,1100,KIRKPATRICK,M,2.7,BIO,370,3.45
49940,MWF,1100,1200,FAKHREDDINE,F,4.3,CH ,301,3.08
49945,MWF,1100,1200,FAKHREDDINE,F,4.3,CH ,301,3.08
49950,MWF,1400,1500,FAKHREDDINE,F,4.3,CH ,301,3.08
49955,MWF,1400,1500,FAKHREDDINE,F,4.3,CH ,301,3.08
49960,MWF,1400,1500,FAKHREDDINE,F,4.3,CH ,301,3.08
49965,MWF,1400,1500,FAKHREDDINE,F,4.3,CH ,301,3.08
64390,T,1800,1900,SMITH,J,5,UGS,17,3.79
64395,T,1800,1900,SMITH,J,5,UGS,17,3.79
64400,T,1800,1900,SMITH,J,5,UGS,17,3.79
64405,T,1800,1900,SMITH,J,5,UGS,17,3.79
64410,T,1800,1900,SMITH,J,5,UGS,17,3.79
64415,T,1800,1900,SMITH,J,5,UGS,17,3.79
64420,T,1800,1900,SMITH,J,5,UGS,17,3.79
64425,T,1800,1900,SMITH,J,5,UGS,17,3.79
64430,T,1800,1900,SMITH,J,5,UGS,17,3.79
49890,MWF,1000,1100,SPARKS,S,4,CH ,301,3.9
50010,TTH,1230,1400,SUTCLIFFE,S,3,CH ,302,3.1
50274,T,1900,2200,STOKES,S,4.2,CH ,304K,3.32
49895,MWF,1100,1200,ANDERSON,B,4.3,CH ,301,3.81
49645,M,1500,1600,BAGCHI,D,5,BIO,377,3.86
50020,M,800,900,BARANOVA,Z,3.8,CH ,204,3.47
50025,M,800,900,BARANOVA,Z,3.8,CH ,204,3.47
02315,TTH,1100,1230,SMITH,S,4.3,ACC,311,3.18
02265,TTH,1230,1400,VERDUZCO,D,3,ACC,310F,3.22
02270,TTH,1400,1530,VERDUZCO,D,3,ACC,310F,3.22
02275,TTH,1530,1700,VERDUZCO,D,3,ACC,310F,3.22
02950,MW,1700,1830,KING,C,3,BGS,370,3.95
49910,TTH,1230,1400,BIBERDORF,K,4.7,CH ,301,2.98
50004,TTH,800,930,BIBERDORF,K,4.7,CH ,301,2.98
50005,TTH,1100,1230,CAMPION,A,2.1,CH ,301H,3.09
50295,MW,1700,1830,CAMPION,A,2.1,CH ,108,3.09
50300,MW,1700,1830,CAMPION,A,2.1,CH ,108,3.09
50270,TTH,930,1100,DRAGNA,J,4.1,CH ,304K,3.54
49970,MWF,1400,1500,FAKHREDDINE,F,4.3,CH ,301,3.08
50290,M,1500,1600,FAKHREDDINE,F,4.3,CH ,108,3.08
49755,TTH,930,1100,HARSHEY,R,1,BIO,394M,3.14
49725,TTH,1530,1700,HERRIN,D,2.3,BIO,388M,3.61
49635,T,1600,1700,STOVALL,G,2.2,BIO,377,3.86
49745,M,1500,1800,JOHNSON,A,1.8,BIO,391,3.71
